nome_operadora,modalidade,uniodonto,qt_beneficiarios_periodo,qt_prestadores_periodo,ativa,porte,reg_ans,ano,trimestre,3_vr_receitas,4_vr_despesas,311_vr_contraprestacoes,3111_vr_contraprestacoes_efetivas,311121_vr_contraprestacoes_pre,3117_vr_corresponsabilidade_cedida,1231_vr_creditos_operacoes_saude,41_vr_eventos_liquidos,2111_vr_eventos_a_liquidar,43_vr_desp_comerciais,464119113_vr_desp_comerciais_promocoes,46_vr_desp_administrativas,44_vr_outras_desp_oper,47_vr_desp_tributos,35_vr_receitas_fin,36_vr_receitas_patrimoniais,45_vr_despesas_fin,33_vr_outras_receitas_operacionais,12_vr_ativo_circulante,13_vr_ativo_permanente,21_vr_passivo_circulante,23_vr_passivo_nao_circulante,25_vr_patrimonio_liquido,31_vr_ativos_garantidores,32_vr_provisoes_tecnicas,2521_vr_pl_ajustado,2522_vr_margem_solvencia_exigida,61_vr_conta_61
PASA - PLANO DE ASSISTENCIA A SAUDE DO APOS,Autogestão,NÃO,8805,,SIM,,331988,2012,1,45110234.53,52954450.22,36015044.62,35664583.13,0,0,2930229.97,43278399.41,9942157.03,0,0,5468969.01,4017701.46,0,0,0,189380.34,7431200.09,69519553.99,2712358.74,32036524.91,6019900.92,42019702.59,36015044.62,0,0,0,0
,,,,,,,394271,2012,2,11652850.46,11483851.09,791815.84,791815.84,0,0,0,648231.73,531296.99,0,0,10041910.16,0,0,0,0,793709.2,10736615.62,14534182.41,13855692.97,11470983.69,29976852.12,-13226959.8,813640.43,0,0,0,0
,,,,,,,406554,2012,2,90269538.04,79286303.22,23511773.95,23511773.95,0,0,577533.31,12592129.01,3954355.96,0,0,24278621.64,42003508.5,0,313907.11,0,412044.07,64516273.18,52612898.36,70473416.5,26094209.89,5112231.41,80896638.74,23518350.62,0,0,0,0
,,,,,,,407534,2012,3,2339317.22,2178590.88,2428727.21,2428727.21,0,0,57936.33,1541705.37,300057.89,132126.27,0,491340.81,6177.09,0,0,0,7241.34,2088.75,750687.14,80550.12,494536.54,0,215909.94,2429042.21,-118170.82,0,0,39935.56
,,,,,,,311961,2012,4,384250530.72,435530508.64,310863280.71,330418494.38,0,-368708.4,1301725.43,261690795.2,62838841.5,2997069.09,0,91118995.73,46938627.72,87027.64,51845.8,0,32697993.26,51513997.42,72308382.8,430579452.05,97324452.45,456928950.22,-51365567.82,310964795.51,-10914028.76,0,0,0
COOPERATIVA DE SAÚDE ODONTOLÓGICA - UNIODON,Cooperativa odontológica,SIM,1300,23,SIM,,418242,2012,4,566878.46,536270.44,546015.78,0,0,0,5660.76,187641.54,0,12167.1,0,280616.74,39580.34,0,0,0,16264.72,4490,129803.54,114504.93,54358.91,33606.78,125734.76,565690.11,-13922.73,0,0,0
,,,,,,,343315,2012,4,1474899.86,1440869.1,907336.01,907336.01,0,0,80388.69,587488.53,1064346.97,0,0,584524.71,267198.28,0,67521.25,0,1657.58,344450.82,1286131.85,458824.3,1316723.53,167322.65,260909.97,1084938.98,-57002.86,0,0,12733.83
AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.,Medicina de Grupo,NÃO,2405943,,SIM,,326305,2013,1,2256425174.7,2013618448.97,2232094670.07,2233312325.07,76023563.85,-1217655,748630842.01,1602662606.88,1612595656.08,100465423.57,0,278077278.13,15393864.64,9611809.36,29775436.1,23850380.56,7407466.39,4144286.22,2168871263.28,2991646309.47,1964586771.55,266687984.98,2929242816.22,2231825641.4,-33170569.58,0,0,74553850.55
AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA,Medicina de Grupo,NÃO,850,,SIM,,325465,2013,1,4572646.89,4548269.18,4397322.3,4405686.61,0,0,463793.56,3195771.12,2922782.58,0,0,904975.2,413368.08,561,60749.92,30156.6,33593.78,344925.65,4756746.8,3379918.75,3743337.28,18934.5,4374393.77,4397322.3,-260507.58,0,0,0
AGEMED SAÚDE LTDA - EM LIQUIDAÇÃO EXTRAJUDI,Medicina de Grupo,NÃO,0,,NÃO,,339601,2013,2,53106924,51790062.36,48637900.81,48651065.48,145589.48,0,9476124.45,37194049.84,13417890.5,2529037.72,0,7525719.62,3998063.61,0,488474.4,15000,543191.57,4953306.03,23364782.55,11746856.03,22119859.3,5370377.2,6304540.44,48637900.81,-987757.24,0,0,0
,,,,,,,359777,2013,2,40240567.43,34816693.84,34081631.89,34081631.89,0,0,1547356.84,23089162.06,7062302.97,393946.88,0,3210751.62,6129953.02,1215083.2,428229.08,3480754.76,777797.06,3318962.81,21078316.02,14425494.57,11588585.87,12466414.98,6836775.96,34081631.89,-1028568.11,0,0,811839.81
,,,,,,,344729,2013,2,41179552.44,38308381.88,21948818.8,22080411.24,0,0,1490676.61,14166091.82,6220456.8,50618.68,0,3857176.16,19909753.89,0,317224.13,7019.22,324741.33,19520698.22,14604586.41,29004344.65,8237082.25,21344160.47,14027688.34,21948818.8,-614207.93,0,0,38267.4
,,,,,,,416495,2013,2,10357797.88,11609765.77,9772782.75,9856048.32,0,-22906.96,1405708.54,10140504.61,4143979.3,1819.19,0,719557.5,736374,6962.71,91296.93,6637.32,4547.76,543295.19,3586880.13,1795595.47,4548344.03,580798.24,1505301.22,9772782.75,-56214.31,0,0,0
,,,,,,,347825,2013,2,7312545.59,7821187.18,7241864.82,7241864.82,0,0,189088.79,6474072.93,2719091.66,60807.63,0,1265006.36,9691,0,62178.77,0,11609.26,8502,1611204.88,95033.41,2907413.64,0,-1201175.35,7241864.82,0,0,0,0
,,,,,,,344397,2013,3,155179319.07,145040335.01,142585346.93,143570256.16,0,0,15292348.25,116246486.17,48654622.97,2937452.73,0,16723545.07,7366476.75,0,2915913.51,624627.9,1766374.29,11607323.61,101494760.64,78358972.17,65552127.53,54852738.96,59448866.32,142585346.93,-2553892.88,0,0,0
,,,,,,,345776,2013,3,36541256.71,36669489.44,20244859.02,20269573.93,0,0,2628653.16,17475949.2,2570546.5,188153.97,0,3515374.99,15089592.37,0,326817.98,0,400418.91,16799048.97,8747809.55,10631564.97,8182148.09,5131188.33,6066038.1,20249423.26,-834033.5,0,0,0
,,,,,,,382639,2013,3,3575086.57,3402964.97,1435348.72,1435348.72,0,0,0,1133367.6,94071.34,0,0,2127873.97,131735.73,4660.52,356719.51,0,5327.15,1756129.45,6284322.43,8690509.42,970134.94,4574422.31,9258153,1462460.98,0,0,0,0
,,,,,,,411752,2015,2,62698400.1,60948235.06,62618600.42,62692172.68,0,0,1123248.66,53531932.78,21377450.97,55383.67,0,4665336.04,1344231.42,0,2042535.84,18270.53,1351351.15,408108.52,43757883.91,1971020,22902884.16,228371.9,22597647.85,61394160.21,-1164675,0,0,0
,,,,,,,419931,2015,4,665663.51,502582.7,0,0,0,0,0,1,0.01,0,0,378908.36,0,0,53.33,0,123673.34,713007.43,510233.89,0,243849.65,0,266384.24,0,0,0,0,54530
UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTO,Cooperativa odontológica,SIM,37627,220,SIM,,370711,2010,3,1087378.89,1040318.91,971721.37,0,0,0,111296.98,693878.94,0,12513.11,0,298738.36,15393.11,0,0,0,19795.39,74495.39,417089.98,35049.87,163542.35,29548.81,211988.71,1019169.92,-30742.63,0,0,0
,,,,,,,342807,2007,2,36635859.09,34752659.28,20620555.71,21354714.25,0,0,1498542.52,15657775.22,2134530.87,6321.26,0,17565507.09,456000,0,260863.39,0,1067055.71,15781993.25,15793180.56,908954.6,18436594.42,9872859.28,39886229.38,20174161.14,0,0,13077504,0
MASSA FALIDA DE UNIÃO HOSPITALAR OPERADORA,Medicina de Grupo,NÃO,0,,NÃO,,413780,2010,2,10526042.09,9412915.79,9675144.75,9675144.75,0,0,261775.78,6680348.75,1529210.53,81296.69,0,2413971.99,45129.34,17097.9,0,0,175071.12,209604.3,2688852.68,800903.89,2232724.27,174217.14,-30311.14,10541332.8,-282014.8,200840.58,0,0
,,,,,,,328073,2010,2,19753121.92,19610248.32,13748414.18,14085731.22,0,-7277.28,901854.05,8396165.56,3188444.85,216138.48,0,2352542.14,4366883.34,0,116.39,0,4278518.8,4837922.58,5981120.79,6654559.16,6301241.5,4805740.64,1528697.81,14800780.12,0,0,0,84983.19
,,,,,,,409235,2010,2,650139.08,693020.29,623350.97,651983.2,0,0,451341.04,390456.7,243052.2,767.83,0,269558.25,31531.89,0,0,0,705.62,3360,874992.77,383392.88,705181.47,0,553204.18,676636.28,-34494.07,0,0,0
SISTEMA PREVSAUDE DENTAL LTDA,Odontologia de Grupo,NÃO,5201,,SIM,,333239,2010,2,836676.08,788750.54,791757.74,0,0,0,677179.98,270850.6,0,0,0,458135.35,39580.51,0,0,0,20184.08,0,1081167.11,1126066.75,526306.94,659589.12,1021337.8,874504.91,-38333.66,0,0,0
ODONTO CORPUS S/S LTDA.,Odontologia de Grupo,NÃO,0,,NÃO,,405973,2010,3,154403.32,128948.09,151384.31,0,0,0,754.91,12904.39,0,465.6,0,103374.02,11994.92,0,0,0,209.16,1373.19,27902.45,106879.72,12179.34,38642.13,64535.52,161035.31,-8562.87,0,0,6030.05
UNIDASODONTO PLANO DE ASSISTENCIA ODONTOLOG,Odontologia de Grupo,NÃO,0,,NÃO,,413933,2010,3,1364355.97,1370223.62,1323486.85,1323486.85,0,0,147120.12,426624.82,0,39825.75,0,866139.45,9664.9,0,0,0,27968.7,0,354517.41,294186.81,269745.85,191385.17,187573.2,1395551.88,-33769.05,148800.35,0,0
,,,,,,,323926,2010,3,20014014.53,17888910.81,14242181.75,14295819.46,0,0,640781.56,10129458.1,1126869.39,137314.93,0,2333503.99,5011523.77,0,89579.94,0,277110.02,4941197.51,7467760.82,5222189.99,3384052.09,4001306.35,5304592.37,15005260.77,-404077.03,0,0,80686.93
,,,,,,,304476,2010,3,6224774.87,6372876.36,3858278.29,3889693.99,0,0,270902.03,2884747.58,621538.88,0,0,1555643.49,1367236.13,0,0,0,565249.16,2296663,1900939.17,4505036.6,2926616.36,223727.56,3403733.34,3858278.29,-71661.03,0,0,0
SAMEL PLANO DE SAÚDE LTDA,Medicina de Grupo,NÃO,1,,SIM,,367095,2010,3,22350859.55,23775011.41,21713325.28,21035484.2,0,0,1128945.51,20205683.52,1736620.22,87998.51,0,2525731.26,655511.08,0,0,0,300087.04,16856.98,4113812.63,526315.61,2588766.64,711774.05,2763739.41,22779372.34,-612846.38,0,0,0
,,,,,,,369659,2010,4,218326363.02,202894484.71,136398855.71,137544353.76,0,-939022.3,2779586.36,106813911.01,15886998.29,815177.08,0,47571772.45,46893004.66,52421.15,219099.17,0,748198.36,73764969.03,73125369.24,40561788.05,33747522.17,36029971.66,43909663.46,140759778.85,-1391407.18,0,0,1080580.76
VISION MED ASSISTÊNCIA MÉDICA LTDA - EM LIQ,Medicina de Grupo,NÃO,0,,NÃO,,403911,2011,1,394924778.68,385292037.69,387617226.01,406291301.93,0,0,16702417.96,320167193.8,261417086.43,13897454.14,0,36497529.11,13738433.94,0,501233.77,0,991426.7,178376.15,349922292.47,497500814.51,363901351.83,171312732.26,312209022.89,387648802.53,-4661151.12,0,0,2434070.59
,,,,,,,335215,2011,3,39911508.04,40364018.13,27446996.17,28187204.42,0,0,132433.8,22987636.31,5431325.36,145884.25,0,5068692.16,11858569.38,450.4,13871.41,0,302785.63,11888850.01,11196394.96,7250627.02,10922437.18,4519588.28,3004996.52,27446996.17,-152572.82,0,0,22954.11
,,,,,,,308811,2011,4,14377124.69,12473208.41,12783458.67,12784057.63,0,0,5233.35,9000788.87,1165483.12,42704.75,0,1170466.44,2097644.35,45.16,27909,0,161558.84,1314242.1,6587517.4,3167611.88,2509981.73,1638877.78,5606269.77,12783458.67,-331659.92,0,0,233558.64
HAPVIDA ASSISTENCIA MEDICA S.A.,Medicina de Grupo,NÃO,3758580,,SIM,,368253,2011,4,686704133.5,668293933.71,669958915.51,788600177.41,0,0,20039749.43,479918413.45,106283411.87,27427248.07,0,145545880.07,0,11573213.99,6184046.62,0,3829178.13,89043.39,185194435.31,39244162.9,148373057.23,18616945.63,57448595.35,669958915.51,-7238262.49,0,0,6200691.53
,,,,,,,411086,2007,2,6917386.96,6222804.04,6890562.83,6941906.64,0,0,216892.25,4450359.83,641198.95,9348.47,0,1698477.53,8381.38,0,0,0,56236.83,11805.47,2648346.33,400931.4,2669972.52,400931.4,1294914.13,6830562.83,0,0,235000,0
,,,,,,,417742,2012,1,0.01,0.01,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0.01,30000.02,0,0.02,0,30000,0,0,0,0,0
"SINDICATO DOS ASSALARIADOS ATIVOS, APOSENTA",Autogestão,NÃO,0,,NÃO,,382833,2008,3,56549734.74,57306299.47,48476741.07,47108921.63,0,0,6818866.53,38513979.47,3531946.63,0,0,12670629.73,1507723.09,0,16810.83,520,4613967.18,8054158.38,20672463.66,7404240.8,25679642.22,31623576.13,-8270154.77,48343202.71,0,358502.28,10721642.4,0
COORE ASSISTÊNCIA ODONTOLÓGICA S/C LTDA - M,Odontologia de Grupo,NÃO,0,,NÃO,,416207,2008,3,51931.42,85056.64,0,0,0,0,0,0,0,0,0,81399.78,0,0,0,0,3656.86,51931.42,145845.3,0,32508.99,29958.93,142284.8,0,0,0,0,0
,,,,,,,303844,2008,4,23914486.81,23683572.24,23468001.95,21274189.93,0,0,795345.88,15706236.29,923540.64,380995.57,0,2957302.55,4387469.95,11484.19,22175.2,115207.63,83614.65,175532.73,5526927.04,5599452.01,3206574.6,6666670.28,2739377.03,23265595.72,-125922.51,0,0,0
,,,,,,,413275,2009,1,9057122.27,7706135.66,9124983.12,7835126.69,0,-20549.97,1068353.03,6389330.67,2176222,159191.32,0,980235.13,104591.55,0,0,0,72786.99,66534.19,8783332.84,1203818.49,4786121.85,0,4508711.2,9059952.12,-285782.22,0,0,658668.33
,,,,,,,314251,2009,1,2386859.89,2057198.57,2328454.72,2338572.34,0,0,67098.95,1854953.75,610309.64,0,0,196313.99,945.22,0,0,0,4985.61,3125.77,1647702.88,112929.82,1431177.04,0,329455.66,2349172.72,0,0,0,0
UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA OD,Cooperativa odontológica,SIM,6231,79,SIM,,341894,2009,1,445110.08,439288.93,362804.08,0,0,0,209984.53,313626.62,0,0,0,118881.53,6780.78,0,0,0,0,64897.72,1105329.65,98945.38,209401.12,0,989052.76,362895.36,0,0,0,0
METODONT - ASSISTÊNCIA ODONTOLOGICA LTDA,Odontologia de Grupo,NÃO,0,,NÃO,,300365,2009,1,158039.35,157738.13,166486.78,0,0,0,14230,30320.83,0,0,0,125226.5,0,0,0,470.37,2190.8,0,58699.72,118223.5,126534.22,0,64525.52,166279.93,-10381.28,0,0,14437.74
MASSA FALIDA DE UNIÃO HOSPITALAR OPERADORA,Medicina de Grupo,NÃO,0,,NÃO,,413780,2009,1,5678684.53,5551782.81,5561692.44,5561692.44,0,0,2403148.89,4037089.86,1434716.59,271652.32,0,1180948.98,0,0,0,0,62091.65,0,4473335.7,583071.72,2934370.25,0,1995135.45,5833379.99,-173756.33,83000,0,0
CLINICA ODONTOLOGICA ODONTOPLAN LTDA,Odontologia de Grupo,NÃO,417,,SIM,,410071,2009,1,120804.35,59216.26,45351.56,0,0,0,63332.18,7190.46,7558.59,0,0,47447.44,1053.09,0,0,0,3525.27,73664.2,137948.26,129249.89,54598.7,0,212599.45,45351.56,0,0,0,9133.81
,,,,,,,330264,2009,1,9809888.96,9320801.28,7087494.75,7439669.96,0,0,832792.22,5088430.49,1667108.69,152789.56,0,1053144.29,2946120.39,76346.16,9376.03,8305.96,3970.39,2699595.15,7066052.23,1194058.22,4734070.36,350871.86,3175168.23,7040032.63,-115693.34,0,0,31389.93
,,,,,,,316458,2009,2,1784508.42,1371410.09,1687456.35,1625435.62,0,0,215314.68,897943.38,248203.88,0,0,414394.14,58684.61,0,0,1156.97,387.96,28426.65,2342953.09,594636.98,452208.8,239360.93,2246020.34,1662906.9,0,0,0,0
ODONTOLOGYC SYSTEM CONVÊNIO ODONTOLOGICO LT,Odontologia de Grupo,NÃO,0,,NÃO,,416461,2009,3,241673.37,267550.43,277522.95,0,0,0,45881.7,146716.71,0,0,0,120833.72,0,0,0,0,0,0,73640.57,32903.26,57968.07,23264.96,51187.86,264927.05,-23912.03,0,0,0
,,,,,,,302147,2009,4,272173549.05,260541927.54,278082232.13,287780835.26,0,0,2607585.31,212506559.13,21667504.54,12469458.98,0,25592197.54,6051232.65,0,0,42404.4,3846946.79,483058.25,47995680.41,20796551.05,47893043.09,6810981.77,14088206.6,278082232.13,-10730512.89,0,0,4807587.2
CARE PLUS MEDICINA ASSISTENCIAL LTDA.,Medicina de Grupo,NÃO,124408,,SIM,,379956,2009,4,156113485.38,152844762.75,152375571.14,152375571.14,0,0,2125562.17,120265629.2,9970035.3,13052276.49,0,18863513.82,177654.96,0,0,3653770.47,485688.28,0,34217373.22,1438545.5,24091014.78,1094016.23,10470887.71,152339241.03,-2334061.52,3943750.59,0,0
,,,,,,,416339,2009,4,72022469.21,77564503.63,81448979.53,81794029.4,0,0,3409407.59,60312170.28,14428002.68,1582998.19,0,13035539.34,2509376.67,93771.85,0,23.13,30647.3,229248.46,31221314.27,6837845.6,30961513.99,3992457.06,3105188.82,73074187.53,-1735413.21,0,0,0
UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA,Cooperativa odontológica,SIM,60711,419,SIM,,321125,2009,4,11499252.13,11307787.14,10193061.28,0,0,0,88396.47,6203802.51,0,145313.67,0,3609455.59,1292899.38,0,0,0,56315.99,1026504.62,3214331.66,1140235.07,1392310.88,1793418.92,1168836.93,10284693.52,0,0,0,30792.46
,,,,,,,323926,2010,1,6303112.17,5998426.74,4026962.4,4044760.1,0,0,208203.74,3598951.49,1120635.89,42595.74,0,740692.22,1451921.71,0,5154.03,0,164265.58,1523968.43,6057307.92,5029543.7,3951769.17,3668637.87,3466444.58,4790041.42,-121644.49,0,0,18653.81
,,,,,,,346951,2010,1,3682376.27,3489580.75,2783669.37,2710841.06,0,0,462874.82,2386134.91,1448936.45,30447.21,0,488104.96,556747.64,21.71,26574.6,0,28124.32,512626.82,4384156.91,2414184.09,1846538,1016142.65,3935660.35,3110112.6,-58179.36,0,0,11507.09
UNIAO DE CLINICAS RIO GRANDE LTDA,Medicina de Grupo,NÃO,0,,NÃO,,361852,2010,3,5965136.58,6459767.38,4092046.49,3222983.68,0,0,108340.75,3421631.3,408593.23,0,0,1091857.23,1706296.06,252.13,2504.17,0,239730.66,1889210.56,804179.1,2251097.72,2280296.14,1202452.52,-427471.84,4322786.64,-287381.9,0,0,-12490.98
,,,,,,,414948,2011,4,29064460.84,29305227.44,24685058.78,23430919.02,0,0,3627801.2,23490435.11,1862597.91,0,0,2738372.67,3043035.69,0,0,0,33383.97,4146626.48,6963487.87,144152.35,3213979.42,397583.56,3496077.24,24685058.78,0,0,0,0
,,,,,,,352942,2008,3,5489479.19,5046257.66,5733398.37,0,0,0,113690.16,2050055.7,0,229054.52,0,2515981.09,57589.25,0,36484.31,36.91,37709.88,0,1569652.66,10463.17,816095.98,0,832337.47,5632139.34,-229814.62,0,0,132920.13
,,,,,,,369411,2007,1,13744767.15,13492566.93,12197616.09,12400020.86,0,0,1448671.7,10492841.81,862512.18,59933.03,0,1076227.69,1704401.03,-119029.66,90,24130.78,255915.42,1201079.4,11589342.73,1598985.66,5870376.81,6102181.36,13708268.55,12197616.09,0,0,0,0
,,,,,,,404811,2007,1,809088.72,939154.13,793873.72,793873.72,0,0,423884.73,808877.34,271359.98,9542.12,0,91558.84,0,0,0,1478.03,10604.53,13349.99,814227.31,0,983555.95,0,-7874.06,793873.72,0,0,0,0
,,,,,,,415910,2008,1,181040.24,182858.73,181479.41,181479.41,0,0,5922.27,138337.32,29955.51,0,0,43166.15,0,1119.12,0,0,236.14,25560,147329.26,102769.64,91989.42,0,387939.75,160855.2,-7253.95,0,0,0
AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA,Medicina de Grupo,NÃO,0,,NÃO,,394734,2009,3,76168334.83,84559319.18,75160594.76,75747220.51,0,0,7481909.57,55706818.1,6891851.57,736850.01,0,11410467.25,6153438.47,0,441670.17,0,10551745.35,0,21606294.17,31589079.31,19301028.19,35442475.6,-1548130.31,75606481.47,-1339109.63,0,0,0
DENTIÇÃO CONVÊNIOS ODONTOLÓGICOS LTDA,Odontologia de Grupo,NÃO,13269,,SIM,,327867,2010,1,1075993.96,1069847.26,906960.72,0,0,0,108779.02,634400.66,0,49155.32,0,160466.41,214136.17,0,0,0,11688.7,0,420333.65,337554.21,315433.64,213961.82,228492.4,1074205.27,-12007.35,0,0,0
UNIODONTO DE MARÍLIA COOPERATIVA ODONTOLÓGI,Cooperativa odontológica,SIM,0,,NÃO,,354821,2007,1,371908,367322.78,354020.83,0,0,0,58109.94,218439.64,0,3625.99,0,124329.56,3469.24,0,0,790,17239.91,3537.68,265696.1,4224.21,242319.53,0,79332.91,365418.1,0,0,0,0
,,,,,,,413984,2007,2,0,1150.94,0,0,0,0,0,0,0,0,0,1150.94,0,0,0,0,0,0,0,147600,0,0,183265.45,0,0,0,0,0
,,,,,,,410888,2007,2,866609.04,769036.72,890999.26,806441,0,0,324673.84,510442.48,81008.89,0,0,238178.58,16935.45,0,0,0,3480.21,32013.16,630523.48,0,212304.7,0,430665.49,865876.12,-41988.97,0,0,0
MASSA FALIDA DE ODONTO SUL LTDA,Odontologia de Grupo,NÃO,0,,NÃO,,413666,2007,2,760640.86,630364.62,51592.4,0,0,0,54549.9,51300,0,0,0,415582.61,539.52,0,0,72000,16089.97,677320.46,597283.95,0,414312.14,780545.5,98947.19,51718.42,-40398.02,0,0,34033.9
,,,,,,,352586,2007,3,4847457.54,4732283.12,4988358.96,5291127.6,0,0,385658.11,2635836.49,246824.71,150858.81,0,1004240.62,138521.52,0,0,0,802825.68,0,650562.79,4653699.41,3394578.48,1373846.96,676198.95,4953305.78,-130776.09,0,0,31626.04
,,,,,,,334685,2007,4,4164994.57,3992695.51,4190527.47,4194067.77,0,0,341931.32,3316983.91,0,0,0,740359.4,-97207.59,0,0,0,32342.98,-49648.92,1121017.06,0,227734.44,0,1200825.16,4190527.47,0,0,0,0
,,,,,,,323993,2008,1,21946394.33,24440735.98,18261401.22,18262573.81,0,-13156.79,5400223.38,11996463.83,2836171.54,107700.47,0,3374996.05,8432085.95,0,0,79681.23,529489.68,3677913.56,13953821.66,3852682.97,24253315.2,3717057.47,4236102.51,18094680.52,-109097.61,105733.21,2430145.26,0
UNIODONTO PAULO AFONSO COOPERATIVA DE TRABA,Cooperativa odontológica,SIM,1204,27,SIM,,402109,2008,1,59218.26,63040.65,52921.92,0,0,0,6554.8,30118.75,0,163.4,0,30521.73,1698.65,0,0,0,162.34,3364.72,58340.62,0,39830.56,22710.37,13519.89,55047.29,0,0,0,0
,,,,,,,414930,2008,1,2193999.08,2140723.79,2543649.55,2676069.25,0,-92428.4,170055.63,1973603.91,528461.07,11272.78,0,133736.37,7270.73,0,0,149.13,14840,0,1558470.15,58453.2,1292419.99,58657.13,511213.43,2160988.44,-21534.98,0,0,0
,,,,,,,350141,2008,1,19552192.57,17457416.22,19188047.07,19756313.7,0,-513343.54,1003158.61,13865477.23,3368965.94,102730.71,0,3025488.8,5111.26,0,0,24,458608.22,418946.35,25812415.18,7314334.14,18423316.72,0,27886601.53,19176839.79,-670188.77,0,0,683973.21
FUNDAÇÃO SANTA CASA DE MISERICÓRDIA DE BELO,Medicina de Grupo,NÃO,0,,NÃO,,415405,2008,2,62156173.36,61609508.16,62404472.03,65238504.52,0,0,1255053.42,51843360.51,5778764.45,996648.14,0,8161370.94,-272830.83,0,0,81.42,880894.7,196432.08,12728832.51,2252501.85,14059667.86,91584.04,2887866.84,61199089.05,0,5057.62,0,0
MASSA FALIDA DE SAÚDE SIM LTDA,Medicina de Grupo,NÃO,0,,NÃO,,320111,2008,2,40917.81,8440.38,1406,0,0,0,0,0,0,0,0,8435.28,0,0,0,0,5.1,42000,44203.02,0,1354.38,0,47531.76,1520.42,-2606.58,0,0,0
,,,,,,,361615,2008,3,27169866.4,26505376.63,21843991.43,22891912.12,0,0,698012.71,17893941.5,1744519.06,111494.15,0,2568408.06,5844526.31,0,12477.52,11173.98,87006.61,5214756.22,9218366.3,624150.84,3878721.88,3792943.71,3049325.47,21773413.84,-368207.4,0,0,140329.9
,,,,,,,405434,2007,2,33736.31,30678.69,37175,0,0,0,0,0,6752.8,0,0,26264.84,3612.04,0,0,0,801.81,0,25814.77,0,40336.36,0,-12275.43,37175,-3438.69,0,0,0
UNIODONTO ATHENAS PAULISTA - COOPERATIVA OD,Cooperativa odontológica,SIM,14563,117,SIM,,340120,2007,4,1643358.35,1719398.88,1601878.77,0,0,0,82772.96,1018432.73,42782.57,9979.09,0,552159.59,73059.97,6292.93,0,23740.4,13584.67,4683.66,497044.71,1745.48,416391.81,235842.37,67855.23,1599967.71,0,0,0,0
,,,,,,,371106,2024,2,134812437.38,143208092.11,121662294.09,122735207.87,0,-1072575.49,6070831.47,104704041.24,25146534.91,3104778.26,16776.59,11674572.46,20301176.88,3262836,1872158.85,200511.37,160687.27,13765753.66,66457650.83,79584244.48,54885816.24,54335579.5,36820499.57,121662294.09,-2169212.97,0,0,251606.36
,,,,,,,369233,2024,2,16042143.86,22357499.58,16332306,17194321.14,0,-276515.12,479761.11,16874056.99,13817893.76,227506.59,0,2476917.18,2037614.81,0,590534.06,83270.33,741404.01,360294.67,11442017.27,8326401.97,17647723.09,5249971.6,-3129275.45,15150428.23,-142383.43,0,0,0
,,,,,,,423432,2024,2,685532.46,489521.78,680885.57,680885.57,0,0,45220.16,215656.51,164421.21,0,0,263307.17,8000,0,0,0,2558.1,4646.89,2640925.34,9455.25,171169.35,0,2479211.24,680885.57,0,0,0,0
,,,,,,,314587,2024,3,51134837.88,45676417.03,42761671.26,43082040.77,0,-238179.73,2584138.63,33025499.49,10000788.47,158832.32,0,5825188.23,6512717.83,0,3537873.47,39689.52,154179.16,5693701.81,52193262.13,15328428.17,14134491.88,10914169.48,42473028.94,42795104.7,-845547.06,0,0,1122848.37
NOVODENTE S/A,Odontologia de Grupo,NÃO,112680,,SIM,,417840,2024,3,2294490.77,6681542.85,2350407.71,2350990.91,2350990.91,0,66787.09,1662436.82,436881.2,31643.93,0,4722838.36,233132.65,0,18299.16,0,31491.09,0,1444395.78,3766549.13,1544123.64,0,8053873.35,2350407.71,-74216.1,3592721,0,0
PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,Odontologia de Grupo,NÃO,219630,,SIM,,374440,2024,3,129972989.33,118808399.59,136793579.63,136793579.63,136793579.63,0,26959704.91,30991140.18,4404288.18,23503678.16,0,64206810.96,9380.04,0,311730.55,0,97390.25,0,38011460.89,11836482.63,18877332.34,1266532.97,29704078.21,136793579.63,-7132320.85,0,0,2785972.5
CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.,Odontologia de Grupo,NÃO,233610,,SIM,,389358,2024,4,31725810.82,27040914.78,25984777.83,25984777.83,23603037.6,0,1419985.88,12008798.86,1641781.34,1299137.12,0,13112697.45,558867.66,0,4037687.77,0,61413.69,2973664.41,18801770.2,9342030.83,3643283.47,6858169.67,17642347.89,25984777.83,-1270319.19,0,0,2019874.95
,,,,,,,329886,2024,4,136659901.04,125832029.95,123442964.45,131906201.71,0,-7629328.72,1019470.3,97592586.98,11226074.23,1409282.63,0,15204781.74,10094934.87,27901.62,4154115.45,1271128.16,1502542.11,9558922.8,32727366.2,45418238.87,23551237.33,20186505.34,34407862.4,123442964.45,-1377468.05,0,0,695237.06
